9.487549066543579102e-01,2.617008447647094727e+00,4.285262107849121094e+00,5.953515052795410156e+00,7.621768951416015625e+00,9.290021896362304688e+00,1.095827579498291016e+01,1.262652969360351562e+01,1.429478263854980469e+01,1.596303558349609375e+01
2.312481164932250977e+00,5.581861972808837891e+00,8.851242065429687500e+00,1.212062263488769531e+01,1.539000415802001953e+01,1.865938568115234375e+01,2.192876434326171875e+01,2.519814682006835938e+01,2.846752548217773438e+01,3.173690795898437500e+01
4.197402954101562500e+00,9.651684761047363281e+00,1.510596656799316406e+01,2.056024932861328125e+01,2.601453018188476562e+01,3.146881103515625000e+01,3.692309570312500000e+01,4.237737274169921875e+01,4.783165740966796875e+01,5.328594207763671875e+01
4.912331581115722656e+00,1.040274429321289062e+01,1.589315605163574219e+01,2.138356781005859375e+01,2.687398147583007812e+01,3.236439514160156250e+01,3.785480499267578125e+01,4.334521484375000000e+01,4.883562850952148438e+01,5.432604217529296875e+01
6.734102725982666016e+00,1.639974403381347656e+01,2.606538581848144531e+01,3.573102951049804688e+01,4.539667129516601562e+01,5.506231307983398438e+01,6.472795104980468750e+01,7.439360046386718750e+01,8.405923461914062500e+01,9.372488403320312500e+01
5.556447029113769531e+00,1.429404735565185547e+01,2.303164672851562500e+01,3.176924896240234375e+01,4.050685119628906250e+01,4.924444961547851562e+01,5.798204803466796875e+01,6.671965026855468750e+01,7.545724487304687500e+01,8.419485473632812500e+01
6.440919399261474609e+00,1.717412948608398438e+01,2.790734100341796875e+01,3.864054870605468750e+01,4.937376022338867188e+01,6.010697174072265625e+01,7.084017944335937500e+01,8.157339477539062500e+01,9.230660247802734375e+01,1.030398101806640625e+02
8.583521842956542969e+00,2.293128776550292969e+01,3.727905273437500000e+01,5.162681961059570312e+01,6.597458648681640625e+01,8.032234954833984375e+01,9.467012023925781250e+01,1.090178833007812500e+02,1.233656463623046875e+02,1.377134094238281250e+02
1.166374778747558594e+01,2.504263305664062500e+01,3.842152023315429688e+01,5.180040740966796875e+01,6.517929077148437500e+01,7.855818176269531250e+01,9.193706512451171875e+01,1.053159484863281250e+02,1.186948394775390625e+02,1.320737304687500000e+02
1.264639186859130859e+01,2.910190963745117188e+01,4.555742645263671875e+01,6.201294708251953125e+01,7.846846771240234375e+01,9.492398071289062500e+01,1.113795013427734375e+02,1.278350219726562500e+02,1.442905273437500000e+02,1.607460632324218750e+02
